id	Path	Artist	Title	Material	Dimensions	Signature/Inscriptions	Provenance	Source	Accession Number(s)	Name	Description	Artist Sort	Keywords	Height	Width	Foreground R	Foreground B	Foreground G	H	S	V	x	y
WA2004.102	WA2004.102.jpg	Jan Cornelisz. Verspronck (c.1606/9 - 1662)	Portrait of a Lady	oil on canvas	102 x 78 cm		Sir John Neeld, Bart; L.W. Neeld; Erzio Fattorire and by desent	Accepted by H.M. Government in lieu of Inheritance Tax from the estate of Mrs Margaret Naylor and allocated to the Ashmolean Museum, 2004	WA2004.102	R.E.O. Ekkart, Johanns Cornelisz. Verspronck (1979), no. 45	Verspronck was a highly successful portraitist in Haarlem, although documentary evidence for his career is scarce and his exact date of birth is unknown. The son of a painter, he was powerfully influenced by Frans Hals in his early career. This exceptionally important and beautiful portrait was probably painted just after 1640, when Verspronck was at the height of his powers. Although her indentity is unknown, the sitter's jewels and costume, with its splendid 'millstone' ruff, testify to her high social standing. Verspronck's calm realism and refined technique are evident in this dignified formal portrait, which is also endowed with great character and vitality.	Verspronck, Jan Cornelisz. c.1606/9 - 1662	people, one, portrait, adult, wear, woman, man, music, fashion, art, facial expression, model, retro, weapon, musician, lid, singer, jacket, sword, indoors	102.0	78	171.0	156.0	99.0	47.0	0.42	0.67	7.242189605547608	4.361625301214994
WA2004.103	WA2004.103.jpg	Eug&egrave;ne Louis Boudin (1824-1898)	Seagulls and Fishes	oil on canvas	35 x 53.5 cm			Presented by the executors of Derek Hill in accordance with the wishes of John Sparrow, 2004	WA2004.103		Although best known for his breezy coastal scenes, Boudin was also a notable painter of still-life, reflecting his interest in Dutch painting and in the art of Jean-Sim&eacute;on Chardin. An array of fish is shown in this sketchy painting, which can be compared with two still-life pictures of fishes, one dated 1873, in the Mus&eacute;e Eug&egrave;ne Boudin in Honfleur. However this unusual composition includes studies of seagulls in flight or perching, as though inspecting a fisherman_x0019_ s catch upon a beach.	Boudin, EugÞne Louis 1824-1898	fish, no person, seafood, nature, food, desktop, animal, wildlife, delicious, sea, dry, catch, cooking, invertebrate, closeup, color, wood, biology, many, texture	35.0	53.5	184.0	144.0	103.0	30.0	0.44	0.72	8.382901089246394	-6.071608939803603
WA2004.123	WA2004.123.jpg	Aelbert Cuyp (1620 - 1691)	Seated Shepherd with Cows and Sheep in a Meadow	oil on oak panel	48.3 x 74.3 cm	Signed lower right: <em>A. CUYP</em>	Michael Clarke-Jervoise; (?) Robert or Richard Wagner	Purchased with the assistance of The Art Fund, the Museums Libraries and Archives Council/Victoria & Albert Museum Purchase Grant Fund, the Friends of the Ashmolean, the Tradescant Group, the Elias Ashmole Group, a private do	WA2004.123		Born in Dordrecht, Aelbert Cuyp was an enormously influential landscape painter. His work was greatly admired in Britain from the eighteenth century onwards, and had an impact on artists such as Richard Wilson, Gainsborough, Constable and Turner. A relatively early work, dating from around 1644, this atmospheric and luminous pastoral scene reveals Cuyp_x0019_ s distinctive poetic feeling for landscape. The picture is documented in Britain from 1834, and was very likely acquired in the mid-eighteenth century.	Cuyp, Aelbert 1620 - 1691	nature, water, outdoors, landscape, no person, rock, mountain, travel, dawn, people, sky, print, man, river, sunset, art, hill, cavalry, scenic, tree	48.3	74.3	223.0	224.0	206.0	63.0	0.08	0.88	10.233472321773444	-23.861242056549973
WA2004.46	WA2004.46.jpg	Michiel van Mierevelt (1567 - 1641)	Sir Dudley Carleton	oil on panel	64.5 x 53.6 cm	Signed, inscribed and dated: <em>&AElig;tatis 54 / A&ordm;. 1628. / M. Mierevelt</em>	Prov: John Dudley Carleton	Presented by the children of Janet Carleton through The Art Fund, 2003	WA2004.46		Sir Dudley Carleton (1573-1632) was Ambassador at The Hague from 1616-25, returning as envoy from 1626-28, where he commissioned work from artists such as Mierevelt and Honthorst. Carleton, a noted collector and friend of the Earl of Arundel, was from an Oxfordshire family. The Delft-born Mierevelt, who specialized in portraits, became court painter to the Prince of Orange in 1607, and painted various foreign sitters as well as members of the House of Orange-Nassau.	Mierevelt, Michiel van 1567 - 1641	one, portrait, people, adult, wear, man, music, musician, art, profile, side view, writer, bald, leader, singer, painting, light, elderly, mustache, performance	64.5	53.6	198.0	193.0	166.0	50.0	0.16	0.78	6.539984935838883	6.92234552010713
WA2005.184	WA2005.184.jpg	John Piper (1903 - 1992)	Composition	oil on canvas	55.4 x 68 cm			Accepted by H.M. Government in lieu of inheritance tax on the estate of Michael Gyselynck and allocated to the Ashmolean Museum, 2005	WA2005.184			Piper, John 1903-1992	painting, wear, no person, art, museum, paper, room, empty, indoors, print, blank, book, retro, home, document, vintage, people, wall, picture frame, adult	55.4	68	140.0	115.0	79.0	35.0	0.44	0.55	-3.193846665004854	-20.380938670215656
WA2005.191	WA2005.191.jpg	John Atkinson Grimshaw (1836 - 1893)	View of Battersea Bridge at Night	oil on panel	29.3 x 49.5 cm	Atkinson Grimshaw/1882		Accepted by H.M. Government in lieu of Inheritance Tax on the estate of Sir James Colyer-Fergusson and allocated to the Ashmolean Museum, 2005	WA2005.191			Atkinson Grimshaw, John 1836 - 1893	calamity, storm, landscape, pollution, river, weather, light, vehicle, building, water, city, environment, no person, industry, smoke, flood, fog, dawn, sunset, demolition	29.3	49.5	154.0	145.0	110.0	47.0	0.29	0.6	2.821769150240387	3.0873905136573265
WA2005.192	WA2005.192.jpg	Albert Marquet (1875-1947)	Les Sables dãOlonne	oil on canvas	48.9 x 60.3 cm	Signed lower left: Marquet		Accepted by H.M. Government in lieu of Inheritance Tax on the estate of Sir James Colyer-Fergusson and allocated to the Ashmolean Museum, 2005	WA2005.192			Marquet, Albert 1875-1947	painting, art, museum, no person, people, travel, watercraft, picture frame, illustration, wood, ancient, ship, decoration, old, retro, print, antique, wall, one, window	48.9	60.3	162.0	131.0	108.0	25.0	0.33	0.64	2.799694800716176	13.55803113943988
WA2005.193	WA2005.193.jpg	Andr&eacute; Masson (1896 - 1987)	Lãombre de lãHerbe	oil on sand on canvas	73.7 x 73.7 cm			Accepted by H.M. Government in lieu of Inheritance Tax on the estate of Sir James Colyer-Fergusson and allocated to the Ashmolean Museum, 2005	WA2005.193			Masson, AndrÚ 1896 - 1987	painting, picture frame, museum, exhibition, blank, art, no person, empty, retro, margin, old, desktop, wall, people, decoration, vintage, wood, dirty, antique, wear	73.7	73.7	163.0	143.0	107.0	38.0	0.34	0.64	-2.956393516717446	-14.116090737337505
WA2005.194	WA2005.194.jpg	Paul Serusier (1864 - 1927)	Bretonne au Champ de Bl&eacute;	oil on canvas	49.5 x 65.1 cm		(German Customs stamp)	Accepted by H.M. Government in lieu of Inheritance Tax on the estate of Sir James Colyer-Fergusson and allocated to the Ashmolean Museum, 2005	WA2005.194			Serusier, Paul 1864 - 1927	painting, picture frame, art, museum, illustration, image, exhibition, empty, people, mammal, album, baroque, wood, tree, landscape, margin, gilt, carve, no person, blank	49.5	65.1	157.0	123.0	68.0	37.0	0.57	0.62	9.928542905202855	2.4546990746601334
WA2005.195	WA2005.195.jpg	Jack Butler Yeats (1871 - 1957)	Grafterãs Glory	oil on canvas	45.7 x 61 cm	Jack B Yeats		Accepted by H.M. Government in lieu of Inheritance Tax on the estate of Sir James Colyer-Fergusson and allocated to the Ashmolean Museum, 2005	WA2005.195			Yeats, Jack Butler 1871 - 1957	painting, art, picture frame, illustration, image, landscape, museum, people, nature, water, tree, religion, weather, Heaven, art, desktop, sky, decoration, saint, cloud	45.7	61	199.0	187.0	168.0	36.0	0.16	0.78	-8.277559658728087	-5.228995126197794
WA2005.28	WA2005.28.jpg	Flemish Artist (c.1500)	The Virgin and Child with Saint Anne	oil on oak panel	41 x 28.5 cm		Miss Alice Buckton, Glastonbury; purchased by the donor's mother from Miss Buckton's estate, 1944	Presented by Dr Kenneth Garlick, 2005	WA2005.28			Anonymous, Flemish Artist c.1500	religion, gown, veil, Mary, woman, people, adult, saint, cape, art, Renaissance, god, wear, painting, book, virgin, Madonna, spirituality, two, church	41.0	28.5	164.0	132.0	99.0	30.0	0.4	0.64	11.333259610089522	-28.995868394243427
WA2006.11	WA2006.11.jpg	William Daniels (1813-1880)	The Goldfish Bowl	oil on canvas	689 x 893 mm			Bequeathed by Mrs Graham Greene, 2003	WA2006.11			Daniels, William 1813-1880	people, adult, one, woman, girl, flame, portrait, light, wear, dark, lid, candle, veil, model, drink, indoors, art, nude, vintage, reflection	689.0	893	170.0	148.0	112.0	37.0	0.34	0.67	-2.298548124019585	-22.416515356842922
WA2006.146	WA2006.146.jpg	Adolphe-F&eacute;lix Cals (1810 - 1880)	Landscape with a Farmyard	Oil on panel	246 x 325 mm	Label on reverse of Ch. Pottier, packer, inscribed in ink: de chez Marumo	Prof. Peter Brunt	Bequeathed by Professor Peter Brunt, 2005	WA2006.146			Cals, Adolphe-FÚlix 1810 - 1880	tree, no person, landscape, nature, leaf, wood, fall, outdoors, road, park, environment, guidance, light, grass, countryside, branch, travel, flora, shadow, alley	246.0	325	155.0	149.0	122.0	49.0	0.21	0.61	-12.784197923794663	-6.229608838963263
WA2006.147	WA2006.147.jpg	Cornelis van Poelenburch (1594/5 - 1667)	Shepherds in the Campagna	Oil on panel	235 x 388 mm		Prof. Peter Brunt; Thomas Agnew & Sons Ltd	Bequeathed by Professor Peter Brunt, 2005	WA2006.147			Poelenburch, Cornelis van 1594/5 - 1667	adult, no person, people, landscape, painting, water, tree, two, group, river, one, art, daylight, vehicle, outdoors, hill, man, mountain, recreation, seashore	235.0	388	158.0	153.0	135.0	46.0	0.15	0.62	-4.391502123298491	11.409677855130303
WA2006.26	WA2006.26.jpg	Edward Lear (1812 - 1888)	Jerusalem	oil on canvas	81 x 161.6 cm (sight)		their nephew, Captain Leigh Edward Delves Walthall, C.B.E., D.S.C., R.N., who m. Dorothy Margaret Leonard; Samuel Price Edwards; his son, Lt-Gen. Sir James Bevan Edwards, K.C.B., K.C.M.G.; his youngest daughter, Isabel Sybil, who married Brig.-Gen. Edward	Accepted by H.M. Government in lieu of Inheritance Tax from the estates of Captain and Mrs L.E.D. Walthall and allocated to the Ashmolean Museum, 2006	WA2006.26			Lear, Edward 1812 - 1888	landscape, water, no person, nature, travel, rock, outdoors, scenic, sky, geology, mountain, volcano, park, river, seashore, daylight, sea, tourism, steam, ocean	81.0	161.6	169.0	176.0	140.0	71.0	0.2	0.69	6.3751051616376	4.78410295192721
WA.C.I.44	WA.C.I.44.jpg	Cornelis Schut (1597 - 1655)	Allegory on the Death of Thomas Howard, Earl of Arundel	Oil, wash, bodycolour and ink on paper, mounted as a drawing	38.7 x 31.6 cm			Presented by Mrs A.H. Sutherland, 1837	WA.C.I.44	Brown 1982, no. 207	This monochrome sketch was prepared for a print etched by Wencelaus Hollar in memory of Thomas Howard, 2nd Earl of Arundel, who died in Padua in 1646. The composition is based on a design by the Italian sculptor, Fanelli, for the Earl's tomb. The agitated figures represent the Virtues and the Arts.	Schut, Cornelis 1597 - 1655	art, baroque, Renaissance, decoration, no person, painting, illustration, sculpture, religion, pattern, ancient, old, ornate, relief, architecture, design, marble, antique, wall, texture	38.7	31.6	147.0	138.0	117.0	41.0	0.2	0.58	3.2517809268396856	-24.72337846570878
WA.OA281	WA.OA281.jpg	attributed to Pietro degli Ingannati (active 1529 - 1547)	The Virgin and Child with St Peter and three unidentified Saints	oil on canvas	70.7 x 109.5 cm				WA.OA281	Lloyd 1977, pp. 151-2	The condition of A400a makes judgement of its style and quality difficult. The attribution is based on comparison with signed works by Pietro. The composition may derive from Giovanni Bellini and such groupings of saintly figures absorbed in meditation around the Virgin and Child are common in the work of his followers. St Peter carries his attribute of a key, but the other saints have no visible attributes.	Pietro degli Ingannati, attributed to active 1529 - 1547	people, painting, baby, group, adult, child, religion, offspring, boy, family, art, three, man, affection, facial expression, Renaissance, four, aura, god, Mary	70.7	109.5	145.0	103.0	50.0	33.0	0.66	0.57	-7.372056572808694	-17.865347823526005
WA.OA282	WA.OA282.jpg	copy after Sir Joshua Reynolds  (1723 - 1792)	The Holy Family with the infant St John	oil on canvas, rolled	75 x 62 cm				WA.OA282		A copy of poor quality and uncertain date after Reynolds's <i>Holy Family</i>, which was exhibited at the British Institution in 1829, acquired by the National Gallery in 1830 and transferred to the Tate Gallery in 1949 (Mannings 2000, no. 2089). Numerous other copies exist.	Reynolds, Sir Joshua , copy after 1723 - 1792	people, adult, two, child, woman, group, wear, man, portrait, three, art, boy, affection, war, offspring, music, military, veil, combat, baby	75.0	62	0.0	0.0	0.0	0.0	0.0	0.0	12.576373264691762	-4.477270567479564
WA.OA411	WA.OA411.jpg	Italian Artist (19th century)	Panoramic View of a Valley and distant Mountains	oil on canvas, mounted as a drawing	12 x 31.2 cm				WA.OA411		The view may have been made in the north of Italy and could have been sketched out of doors.	Anonymous, Italian Artist 19th century	rock, desktop, no person, texture, abstract, pattern, geology, landscape, surface, wall, color, art, stone, dirty, soil, wear, seashore, background, fabric, vintage	12.0	31.2	185.0	174.0	157.0	36.0	0.15	0.73	15.291180641817036	-3.4329174796723123
WA.OA412	WA.OA412.jpg	Italian Artist (19th century)	View of Mountains and a Lake	oil on canvas, mounted as a drawing	9.9 x 27 cm				WA.OA412		This small oil-sketch is unfinished, perhaps deliberately. It was probably made out of doors, perhaps around the mid-century.	Anonymous, Italian Artist 19th century	landscape, no person, water, mountain, hill, lake, seashore, scenic, outdoors, rock, desert, river, art, desktop, print, valley, geology, tree, nature, painting	9.9	27	202.0	186.0	167.0	32.0	0.17	0.79	-2.486380929936465	0.37587569946126176
WA.OA413	WA.OA413.jpg	Italian Artist (19th century)	Courtyard Scene	oil on canvas, mounted as a drawing	12.2 x 13.8 cm				WA.OA413		The scene is inspired by Dutch 17th-century painting.	Anonymous, Italian Artist 19th century	wood, house, no person, building, door, architecture, home, door, wooden, family, wall, room, rustic, furniture, old, window, abandoned, vintage, construction, wear	12.2	13.8	157.0	125.0	85.0	33.0	0.46	0.62	3.029071792865839	-14.78781478734127
WA.OA881	WA.OA881.jpg	John Opie (1761 - 1807)	Amelia Alderson, the Artist's second Wife	oil on canvas	76 x 63 cm		by descent to Nevil Vincent Sidgwick, Fellow of Lincoln College	Presented by N.V. Sidgwick, 1935(?)	WA.OA881	Rogers 1878, p. 6; Earland 1911, p. 261	Amelia Alderson (1769-1853) was the only child of a Norfolk doctor. She married Opie as his second wife in 1798 and this portrait probably dates from this period. She later published novels and poetry. There is another portrait of her of a similar date in the National Portrait Gallery.	Opie, John 1761 - 1807	portrait, people, art, adult, one, woman, painting, wear, fashion, retro, girl, dress, model, vintage, fame, lid, actress, music, jacket, necklace	76.0	63	183.0	147.0	77.0	39.0	0.58	0.72	-1.0170386412779666	-1.0385313401291285
